Uder Mordin	type of	character
a dangerous cave system	type of	location
in the cavern north of here	type of	location
Vithal	type of	character
the cavern north of here	type of	location
a svirfneblin village to the north	type of	location
Vithal's book of rituals	type of	object
Flydian	type of	character
Trademeet	type of	location
High Merchant	type of	character
Anomen	type of	character
Athkatla	type of	location
Government District	type of	location
Lord Cor	type of	character
Lord Cor's home	type of	location
Dawnbringer Sain	type of	character
Jysstev estate	type of	location
Lathander	type of	character
Sir Sarles	type of	character
temple of Lathander	type of	location
the slums at night	type of	location
Lathander, the Morninglord	type of	character
Talos	type of	character
Dawn Ring	type of	object
Talon Yarryl	type of	character
illithium	type of	object
Travin	type of	character
Stormherald Nallabir	type of	character
the Government District	type of	location
Renfeld	type of	character
large orange building, in the southwest part of the Docks District	type of	location
Rylock	type of	character
the entrance to the large orange building	type of	location
the mind flayers' arena	type of	location
Acolyte Byron	type of	character
temple of Helm	type of	location
Helm	type of	character
Lara	type of	character
Acolyte Vilon	type of	character
Talos, the Storm Lord	type of	character
Coran	type of	character
Forest of Tethir	type of	location
an encampment east of here	type of	location
Safana	type of	character
Lord Logan Coprith	type of	character
Calimshan	type of	location
the next room	type of	location
Guildmistress Busya	type of	character
Ihtafeer	type of	character
Giran	type of	character
the circus tent	type of	location
Tirdir	type of	character
the graveyard	type of	location
Jermien	type of	character
the blood of a mimic	type of	object
Xzar	type of	character
Harpers' building	type of	location
Montaron, Monty	type of	character
Renal	type of	character
the storefront in the central docks	type of	location
Mae'Var	type of	character
Shadowmaster	type of	character
Gorch	type of	character
Raelis Shai	type of	character
the city's sewers	type of	location
Haer'Dalis, sparrow	type of	character
Mekrath's lair	type of	location
Mekrath	type of	character
Malaaq	type of	character
Plane of Air	type of	location
Irenicus	type of	character
along the path to the east of the troll mound	type of	location
Nilthiri	type of	character
Marek of Halruaa	type of	character
Loren	type of	character
Windspear Hills	type of	location
Irenicus' dungeon	type of	location
Ilyich	type of	character
Fairy Queen	type of	character
the south end of the Windspear Hills	type of	location
Jenia	type of	character
Tiris and Jenia's home, north of the Alibakkar estate	type of	location
Tiris	type of	character
Tiris and Jenia's home	type of	location
Darsidian Moor	type of	character
the skin dancer's lair north of the east gate, in a walled-off section of town with an orange pavilion	type of	location
skin dancer	type of	character
Raissa	type of	character
Waukeenar Temple	type of	location
Korgan Bloodaxe	type of	character
a tomb over in the lower crypts of the Graveyard District	type of	location
Book of Kaza	type of	object
Jarlaxle	type of	character
pocket plane	type of	location
lich	type of	character
Oisig	type of	character
the temple of Helm	type of	location
the sewers	type of	location
Helm, He of the Unsleeping Eyes, The Vigilant One	type of	character
Keldorn	type of	character
Torm	type of	character
Gaal	type of	character
in this area, atop a holy altar	type of	location
One God, Unseeing Eye	type of	character
item	type of	object
Kalah	type of	character
Kalah's riddle, the poorest have it, the richest need it, but if either were to eat it, they would certainly perish	type of	object
Aerie	type of	character
in the north side of this chamber	type of	location
Quayle	type of	character
Delon	type of	character
a large city	type of	location
Imnesvale	type of	location
Minister Lloyd	type of	character
Umar	type of	character
Ginia	type of	character
Brynnlaw	type of	location
near the inn in Brynnlaw	type of	location
Calahan	type of	character
near the docks in Brynnlaw	type of	location
Ason	type of	character
Chremy	type of	character
Desharik	type of	character
Lissa	type of	character
the basement	type of	location
Jaella	type of	character
Gerhardt	type of	character
Keldorn's estate in this district	type of	location
Mithrest	type of	location
Sir William of Thorpe	type of	character
Roger	type of	character
sea troll	type of	character
Vittario	type of	character
Delosar's Inn	type of	location
the second floor in Delosar's Inn	type of	location
Dennis	type of	character
Riatavin	type of	location
the sewers below the city	type of	location
Dennis' family gong	type of	object
Dawnlord Arenthis	type of	character
Risa	type of	character
next to Dawnlord Arenthis	type of	location
Madulf	type of	character
Sythillis	type of	location
Teos	type of	character
outside the sphere-like building	type of	location
